Categoria,Identificador,Nombre,Latitud,Longitud,Domicilio,CD ORIGEN,Turnos,RUTA,FORMATO,DIAS SUGERIDO,VIAJES,TRANSPORTE
Express - AMBA,689,689 - Proxi Av.Independencia 2716,-34.618888,"-58,4042913",Avenida Independencia 2716,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,691,691 - Proxi Av. La Plata 716,-34.624331,"-58,4273905",Avenida La Plata 716,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,692,692 - Mini Neuquen 520,-34.615701,"-58,4382749",Neuquen 520,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,693,693 - Proxi Pedro Goyena 1680,-34.628313,"-58,4508705",Pedro Goyera 1680,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,694,694 - Proxi Tucuman 1541,-34.601696,"-58,3887935",Tucuman 1541,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,695,695 - Proxi Av.Almirante Brown 261,-34.628626,"-58,3658767",Avenida Almirante Brown 261,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXJV,,
Express - AMBA,697,697 - Proxi Caboto 420,-34.627505,"-58,3605874",Caboto 420,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,698,698 - Proxi Belaustegui 2748,-34.615471,"-58,4756756",Belaustegui 2748,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,699,699 - Proxi Dorrego 2145,-34.578034,"-58,4390044",Dorrego 2145,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,710,710 - Proxi Nahuel Huapi 5038,-34.571015,"-58,4885073",Nahuel Huapi 5038,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,711,711 - Proxi Av Alvarez Thomas 372,-34.581324,"-58,4490815",Av. Alvarez Thomas 372,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,714,714 - Mini Sucre 4230,-34.574478,"-58,473047",Sucre 4230,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,715,715 - Proxi Av. Cordoba 4967,-34.591963,"-58,4339404",Avenida Cordoba 4967,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,716,716 - Proxi Castaneda 1812,-34.553923,"-58,4368318",Casta?eda 181236,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,717,717 - Mini Junin 1460 - EE-CAD,-34.591204,"-58,3955741",Junin 1460,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MXJV,,
Express - AMBA,719,719 - Proxi Yerbal 2701,-34.628547,"-58,4666741",Yerbal 2701,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - Interior,720,720 - Proxi independencia 585 CBA,-31.423028,"-64,1861522",Independencia 585,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,723,723 - Proxi Alem 198,-34.605285,"-58,3700073",Alem 198,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,724,724 - Proxi Ayacucho 539,-34.602614,"-58,3954454",Ayacucho 539,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,725,725 - Proxi Av. Directorio 2320,-34.633106,"-58,4593624",Av. Directorio 2320,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,726,726 - Proxi Lisandro de la Torre 199,-34.641347,"-58,5208279",Lisandro De La Torre 199,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,727,727 - Proxi Montiel 168,-34.640897,"-58,5264391",Montiel 168,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,729,729 - Av. Belgrano 2160,-34.614164,"-58,3968937",Belgrano 2160,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,731,731 - Proxi Sarmiento 4551,-34.603842,"-58,4296274",Sarmiento 4551,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,732,732 - Proxi Ambrosetti 758,-34.610204,"-58,4384948",Ambrosetti 758,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,733,733 - Proxi Lisandro de la Torre 790,-34.647896,"-58,5191703",Lisandro de la Torre 790,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,734,734 - Proxi Urquiza 1015,-34.622879,"-58,4088886",Urquiza 1013,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,735,735 - Proxi Av. Pueyrredon 2120,-34.587786,"-58,3978057",Avenida Pueyredon 2120,Malvinas,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - Interior,736,736 - Proxi Chile 154 CBA,-31.430384,"-64,1878688",Chile 736,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,739,739 - Proxi Roosevelt 3002,-34.560506,"-58,4661698",Roosevelt 3002,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,740,740 - Proxi Av. Varela 888,-34.638796,"-58,4593141",Primera Junta 2599,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,741,741 - Proxi Av. Triunvirato 4210,-34.578122,"-58,4807074",Av. Triunvirato 4210,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJV,,
Express - AMBA,742,742 - Proxi J. Bautista Alberdi 5494,-34.64877,"-58,4994507",Av. Juan B. Alberdi 5494,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,744,744 - Proxi Independencia 907,-34.617396,"-58,3788264",Av. Independencia 907,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,LXV,,
Express - AMBA,745,745 - Proxi Serrano 1458,-34.589702,"-58,4316659",Serrano 1458,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,747,747 - Proxi Cabrera 4106,-34.595999,"-58,4242523",Cabrera 4106,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,748,748 - Proxi Malabia 468,-34.598161,"-58,4384358",Malabia 494,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,751,751 - Mini Esmeralda 1040 - EE-CAD,-34.595929,"-58,378526",Esmeralda 1040,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,752,752 - Mini Balcarce 379 - EE-CAD,-34.611869,"-58,3705759",Balcarce 379,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJ,,
Express - AMBA,754,754 - Mini Av. Las Heras 3315,-34.58282,"-58,4074157",Av. Las Heras 3315,Malvinas,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,755,755 - Mini Tribulato 1279 - EE-CAD,-34.541507,"-58,7137975",TRIBULATO 1279,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,LXJV,,
Express - AMBA,757,757 - Mini Av. Santa Fe 2429,-34.594558,"-58,4016733",Av. Santa Fe 2429,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,761,761 - Mini Av. Corrientes 921 - EE-CAD,-34.603636,"-58,379641",Av. Corrientes 921,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - Interior,762,762 - Mini Sarachaga 780/82 - EE-CAD,-31.390962,"-64,1845201",Mini Sarachaga 780/82,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - Interior,764,764 - Mini Av. San Lorenzo 480/84 - EE-CAD,-31.425267,"-64,1796091",Mini Av. San Lorenzo 480/84,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Franquicias,8001,8001 - Franquicia Pilar - EE-CAD,-34.443345,"-58,7555051",Ramal Pilar KM 40 Del Viso,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,8002,8002 - Suc. Caseros,-34.602305,"-58,5619354",Av. San Martin 2218,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,8003,8003 - Boulogne,-34.508029,"-58,5655189",Av. Avelino Rolon 1996,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,8004,8004 - Suc. San Miguel,-34.541216,"-58,7135983",Concejal Tribulato 1279,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,8005,8005 - Vicente Lopez,-34.53312,"-58,4785831",Avenida Maipu 518,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,8006,8006 - San Fernando,-34.457297,"-58,5652399",Avenida Nicolas Avellaneda 3003,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,8007,8007 - Franquicia Florida - EE-CAD,-34.530433,"-58,4971011",Avenida General San Martin 2601,E.Echeverria,primera_ventana,,Franquicias,n/a,,
CD,87,"87 - CD, Munro",-34.517554,"-58,5295379",Av. Bartolomé Mitre 3702,Tortuguitas,primera_ventana,,CD,n/a,,
CD,924,"924 - CD, Isidro Casanova",-34.720327,"-58,5863757",Guillermo Marconi 4481,Tortuguitas,primera_ventana,,CD,n/a,,
CD,947,947 - Frigorifico Mattievich,-32.860935,"-61,17835","RN9 354, Carcaraña, Santa Fe",Tortuguitas,primera_ventana,,CD,n/a,,
CD,941,941 - Frigorifico Pacheco,-34.448486,"-58,6593727","Junín 1002-1100, General Pacheco, Tigre, B1617, Buenos Aires",Tortuguitas,primera_ventana,,CD,n/a,,
CD,962,962 - BT Cordoba,-31.394638,"-64,2431116","Boulogne Sur Mer 419, Córdoba, X5000, Córdoba",Tortuguitas,primera_ventana,,CD,n/a,,
CD,950,"0950 - CD, Esteban Echeverria",-34.744716,"-58,5024973","Camino de Cintura 7732, 9 de Abril",Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,767,767 - Mini 24 de Septiembre (0767),-31.412863,"-64,1636891",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - Interior,770,770 - Mini Ituzaingo (0770),-31.423132,"-64,1840878",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,768,768 - Mini Independencia (0768),-31.422938,"-64,1868573",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
CD,929,"929 - CD, Isidro Casanova",-34.72038,"-58,5864616",Guillermo Marconi 4481,Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,766,766 - Mini 27 de Abril (0766),-31.402219,"-64,2326312",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
CD,927,"927 - CD, Isidro Casanova",-34.720275,"-58,5864401",Guillermo Marconi 4481,Tortuguitas,primera_ventana,,CD,n/a,,
CD,980,980 - Plataforma de Carnes Mattievich II,-32.86052,"-61,1765769",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
CD,925,925 - BT FYV Salta,-24.817812,"-65,4093696",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
CD,922,922 - BT FYV Mendoza,-32.908767,"-68,7876213",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,769,769 - Mini San Martin (0769),-31.415653,"-64,1838588",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,765,765 - Mini Buenos Aires (0765),-31.417021,"-64,1829146",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
CD,940,0940 - Frigorífico Amancay,-34.450185,"-58,963696",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,772,772 - Mini Lavalleja (0772),-31.413448,"-64,1920407",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Franquicias,2209,2209 - Arroz Dos Hermanos,-31.403118,"-58,0798707","Avenida Presidente Juan Domingo Perón y Scalabrini Ortiz, E3201 Concordia, Entre Ríos",E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,14884,14884 - Laboratorios Ecovita,-34.570613,"-58,5183187",COMPLETAR,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,1526,1526 - Johnson &amp Johnson,-34.423496,"-58,9958344",COMPLETAR,E.Echeverria,primera_ventana,,Franquicias,n/a,,
CD,944,0944 - Frigorífico Top Meat,-34.583781,"-58,9407151",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
Franquicias,1752,1752-La Lacteo S.A.,-34.500147,"-58,5424659",COMPLETAR,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Franquicias,1221,1221-Revigal S.A.,-34.783514,"-58,4305997",COMPLETAR,E.Echeverria,primera_ventana,,Franquicias,n/a,,
CD,948,0948 - LN Campos y Alimentos SA,-34.430246,"-59,4421898",Dirección Calle 117 N° 1000 Sector Industrial,Tortuguitas,primera_ventana,,CD,n/a,,
CD,928,0928-BT PGC Mendoza,-32.908572,"-68,7887509",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
CD,963,963 - BT Neuquen,-38.958533,"-68,0580765",COMPLETAR,Tortuguitas,primera_ventana,,CD,n/a,,
Franquicias,36741,36741- Reckitt,-34.85227,"-58,1884432",Ruta pcial 36 y diagonal perito Moreno 8300 - Florencio Varela,E.Echeverria,primera_ventana,,Franquicias,n/a,,
Express - Interior,771,0771-Santa Fe 723,-31.402382,"-64,199338","Sta Fe 723, Córdoba Capital",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
CD,9997,Crossdock Frios del Norte,-26.870449,"-65,1743639","RN9, San Miguel de Tucumán, Tucumán",Tortuguitas,primera_ventana,,CD,n/a,,
CD,9996,Crossdock Transporte San Martín,-53.79401,"-67,7375363","Islas Malvinas 2284, V9420 Río Grande, Tierra del Fuego",Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,775,0775 - Market Av. Angel Gallardo 499,-34.604698,"-58,4378564",Ángel gallardo 499,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,774,774 - Proxi SAENZ 1050,-34.652803,"-58,4160876","Av. Sáenz 1050, C1437 CABA",E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - Interior,776,776 - MINI - ILLIA 490,-31.422657,"-64,1800261","Blvd. Pte. Arturo Umberto Illia 490, X5000ASR Córdoba",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
CD,9992,9992 - Transporte Disario Traiding SA,-33.345228,"-60,273056","Parque Industrial Norte, Autopista Bs As-Rosario Km 234",Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,773,MANUEL QUINTANA 570,-34.587998,"-58,3904672","Av. Pres. Manuel Quintana 570 , C1129ABO CABA",E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LMJV,,
Express - AMBA,781,0781- Gabriel Mistral 3153,-34.589234,"-58,504504",Gabriela Mistral 3153,Malvinas,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,780,0780- Av Corrientes 5573,-34.596671,"-58,4422553",Av Corrientes 5573,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJS,,
Express - AMBA,778,0778- Bulnes 758,-34.602747,"-58,4179685",Bulnes 758,E.Echeverria,segunda_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LMJ,,
Express - AMBA,777,0777- Bucarelli 1980,-34.579672,"-58,4846288",Bucarelli 1980,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJV,,
Express - AMBA,782,0782 - Mini Zapiola,-34.564601,"-58,4642601",ZAPIOLA 2215,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - Interior,784,784 - Mini Bedoya,-31.397275,"-64,1870642",BEDOYA 695,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,785,785 - Mini San Juan,-31.42024,"-64,1896498",Boulevard San Juan 217,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,783,0783 - Mini Cabildo 1287,-34.567927,"-58,4486711",Av. Cabildo 1287,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJS,,
Express - Interior,790,0790- Mini Ituzaingo 921,-31.427629,"-64,1859732",Ituzaingo 921,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,788,0788-Mansilla 3620,-34.591204,"-58,4145122",Mansilla 3620,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,787,0787-Alvear 2446,-34.54749,"-58,5513907",Alvear 2446,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LMJ,,
Express - AMBA,791,0791-Beiro 3342,-34.598084,"-58,5001192",Beiro 3342,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LJ,,
Express - AMBA,792,0792-Av. Independencia 3802,-34.621351,"-58,4188912",Av. Independencia 3802,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LJ,,
Express - Interior,789,0789-Mini Duarte Quiros 1851,-31.411817,"-64,2099855",Duarte Quiros 1851,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - Interior,786,786 - Mini Lima 987,-31.413639,"-64,1698788",Lima 987,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,795,795 - Guatemala 4540,-34.587264,"-58,4231076",Guatemala 4540,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LJ,,
Express - AMBA,779,779 - Av. Carabobo 269,-34.630312,"-58,4552442",Av. Carabobo 269,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,797,797 - Nogoyá 2744,-34.600654,"-58,4881351",Nogoyá 2744,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LJ,,
Express - AMBA,798,798 - Franklin D. Roosevelt 2268,-34.556574,"-58,4592139",Franklin D. Roosevelt 2268,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LJ,,
Express - AMBA,796,796 - Av. Chiclana 3002,-34.630648,"-58,4065889",Av. Chiclana 3002,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LJ,,
Express - Interior,793,793 - : Boulevard. San Juan 835,-31.417677,"-64,19682",: Boulevard. San Juan 835,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,794,794 - Mariano Fragueiro 2220,-31.389743,"-64,1837024",Mariano Fragueiro 2220,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
AMBA,704,704 - MAXI EZPELETA,-34.748639,"-58,2231617",Av. Mitre 5530,Munro,primera_ventana,Zona_03_BSAS_GBA_Sureste,Maxi,MJ,,
AMBA,708,708 - Brasil 2598,-34.457226,"-58,7267116",Brasil 2598,Munro,primera_ventana,Zona_27_BSAS_GBA_Norte,Maxi,MJS,,
Express - AMBA,799,799-Market Soler Palermo,-34.580052,"-58,4343495","Soler 5748, ciudad de buenos aires",Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,802,802-Artigas 4925 San Martín GBA,-34.552116,"-58,5586806",Artigas 4925,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LMJ,,
Express - Interior,806,806-J de Altolaguirre 2222,-31.383247,"-64,1340268","Jacinto Altolaguirre 2222, Córdoba",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,807,807-Av. Capdevila 264,-31.380322,"-64,171272",Av. Capdevila 264,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,808,808-Av constituyentes 4081/83,-34.585131,"-58,4884389",Av constituyentes 4081/83,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,809,809-Jose antonio Cabrera 3291,-34.596666,"-58,4126397",Jose antonio Cabrera 3291/3295/3299,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - Interior,810,810-Avenida Colón 1750 (Córdoba),-31.406295,"-64,2067261",Avenida Colón 1750 (Córdoba),Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
CD,953,Esteban Echeverria,-34.81976,"-58,465246","Camino de Cintura 7732, 9 de Abril",Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,805,805 - Medrano 414,-34.605842,"-58,4214534",Medrano 414,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,811,811-Avenida Alvarez Thomas 1002,-34.578913,"-58,4558594",Avenida Alvarez Thomas 1002,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,812,812-Avenida Cobo 1697,-34.64324,"-58,439268",Avenida Cobo 1697,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXJV,,
Express - Interior,814,814-MINI - SAN JERONIMO 3034,-31.423681,"-64,1450856",SAN JERONIMO 3034 - CORDOBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,813,813 - COLON 1088,-31.409097,"-64,1978312",COLON 1088 - CORDOBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
CD,1002,BT MERCURE,-24.230529,"-65,2508551","Palpalá, Jujuy",Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,816,816 - INC SA MINI AVENIDA CONSTITUYE,-34.571236,"-58,5067463",816 - INC SA MINI AVENIDA CONSTITUYE,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXJ,,
AMBA,709,709 - INC SA MAXI LOMA HERMOSA (709),-34.562512,"-58,6002588",709 - INC SA MAXI LOMA HERMOSA (709),Munro,primera_ventana,Zona_08_BSAS_Capital_8,Maxi,MJ,,
Express - AMBA,815,815 - INC SA MINI AVENIDA VARELA,-34.6432,"-58,4545076",815 - INC SA MINI AVENIDA VARELA,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - Interior,817,817-MINI - DUARTE Q. 2400,-31.409367,"-64,2159415",DUARTE Q. 2400 - CORDOBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
CD,1001,BT FORMOSA,-26.205622,"-58,2097698",null,Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,818,818- Express - Av. VELEZ SARFIELD 1045,-31.427116,"-64,1916353",Av. VELEZ SARFIELD 1045 - CÓRDOBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,819,819 - INC SA MINI AVENIDA CABILDO 39,-34.546942,"-58,4695447",819 - INC SA MINI AVENIDA CABILDO 3955,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LMJ,,
Express - Interior,820,820 - EXPRESS - Av.Castro Barros 359,-31.401817,"-64,1961629",COMPLETAR,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,821,821- EXPRESS - SANTA FE 65,-31.409944,"-64,201699",SANTA FE 65 - CÓRDOBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,823,823 - INC SA MINI 823 SAN MARTIN 115,-34.594401,"-58,374268",823 - INC SA MINI 823 SAN MARTIN 115,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,LMJV,,
CD,987,Malvinas Argentinas,-34.463436,"-58,7256602",Completar,Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,826,826 - INC SA MINI AV. FRANCISCO BEIRO 5418,-34.615215,"-58,5265095",AV. FRANCISCO BEIRO 5418,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,828,828 - INC SA MINI AV. FEDERICO LACRO,-34.563956,"-58,4392197",Av. Federico Lacroze 1735,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LMJ,,
Express - AMBA,827,827 - INC SA MINI AV. JUAN B JUSTO 3,-34.602676,"-58,4560016",827 - INC SA MINI AV. JUAN B JUSTO 3,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - Interior,825,825 - INC SA MINI 825-BOULEVARD SARM,-31.418803,"-64,5053894",825 - INC SA MINI 825-BOULEVARD SARM,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,824,824 - INC SA MINI 824 - AV.SAN MARTI,-31.249149,"-64,4674683",824 - INC SA MINI 824 - AV.SAN MARTI,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,822,822 - MINI ESPAÑA,-32.888349,"-68,8415404","Av. España 1244, M5500 Mendoza",Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - Interior,833,833 - INC SA AVENIDA VICENTE ZAPATA,-32.895043,"-68,8400276","Av. Vicente Zapata 42, Mendoza",Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
